color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#7D3380,17,7,,,Itonama,iton1250,diacl-55550,{},-12.80431,-64.35748,South America,,Itonama,561
#7D3380,4,675,,,Itonama,iton1250,ids-284,{},-12.80431,-64.35748,South America,,Itonama,899
