color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#5165CC,17,7,,,Mosetén-Chimané,mose1249,diacl-57060,{},-14.64448,-67.83756,South America,,Mosetén,572
#5165CC,4,1034,,,Mosetén-Chimané,mose1249,ids-271,{},-14.64448,-67.83756,South America,,Mosetén,885
