color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#603380,10,308,,,Puinave,puin1248,hubercolumbian-Puinave,{},3.92974,-67.6886,South America,,Puinave,740
#603380,4,1030,,,Puinave,puin1248,ids-249,{},3.92974,-67.6886,South America,,Puinave,862
