color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#5551CC,17,7,,,Cayubaba,cayu1262,diacl-33950,{},-13.2482,-65.4822,South America,,Cayubaba,390
#5551CC,4,661,,,Cayubaba,cayu1262,ids-283,{},-13.2482,-65.4822,South America,,Cayuvava,898
