color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#807733,4,1196,,,Waorani,waor1240,ids-255,{},-1.12312,-76.683,South America,,Waorani,868
