color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#803365,17,7,,,Movima,movi1243,diacl-57075,{},-13.8115,-65.6348,South America,,Movima,573
#803365,4,1035,,,Movima,movi1243,ids-285,{},-13.8115,-65.6348,South America,,Movima,900
