color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#803357,4,898,,,Yanomamic,nina1238,ids-252,{},4.03894,-62.7801,South America,,Ninam (Shirishana variety),865
#803357,4,838,,,Yanomamic,yano1262,ids-253,{},2.48999,-62.8522,South America,,Yanomámi,866
